"country","name","capacity_mw","primary_fuel","commissioningYear","age","generation_kwh","emissions_co2_tonne","heat_rate_btu_per_kwh","co2_lb_per_mmbtu","fuel_consumption_btu"
"USA","Lake Road (MO)",271,"Gas",1950,71,6223000,4641.957,15793.574321067,103.906702955055,98283413000
"USA","Labadie",2388,"Coal",1970,51,17005972000,16631779.125,9324.91020913124,230.735953149315,158579161919000
"USA","Meramec",1040,"Coal",1953,68,1252466000,1338335.544,10294.8046302255,228.351379056016,12893892776000
"USA","Sioux",1098,"Coal",1967,54,5382145000,5623718.736,9962.65887782659,230.736137571811,53620474666000
"USA","Chillicothe",103,"Gas",1938,83,469000,0,18201.9189765458,0,8536700000
"USA","Columbia (MO)",100,"Coal",1957,64,0,2274.492,Inf,130.750915924636,38270343000
"USA","Higginsville",49,"Gas",1945,76,835000,0,16198.2035928144,0,13525500000
"USA","Blue Valley",176,"Gas",1958,63,4738000,3188.243,11320.6764457577,130.769559615764,53637365000
"USA","James River Power Station",450,"Gas",1957,64,88630000,70830.236,13329.7768250028,131.897857804991,1181418120000
"USA","New Madrid",1300,"Coal",1972,49,7945476000,7089746.222,8507.86699286487,230.734618245433,67599053003000
"USA","Thomas Hill",1181,"Coal",1966,55,8728954000,8768679.412,9578.31096429194,230.730887074782,83608635805000
"USA","Glendive GT",83,"Gas",1979,42,2299000,1474.392,10289.1152675076,137.12563215831,23654676000
"USA","Canaday",108,"Gas",1958,63,1999000,1869.2,15773.1115557779,130.421227733826,31530450000
"USA","Lon Wright",169,"Coal",1957,64,393494000,428714.098,10544.5796784703,227.312364026962,4149228836000
"USA","C W Burdick",238,"Gas",1957,64,5228000,4174.263,13415.7121270084,130.934224297604,70137343000
"USA","J Street",27,"Gas",1972,49,209000,0,16806.2200956938,0,3512500000
"USA","Hallam",56,"Gas",1973,48,2517000,0,14372.9042510926,0,36176600000
"USA","Hebron",56,"Oil",1973,48,208000,0,14417.7884615385,0,2998900000
"USA","McCook",56,"Oil",1973,48,309000,0,13374.7572815534,0,4132800000
"USA","Sheldon",227,"Coal",1961,60,786911000,862465.687,10450.1570291939,230.736379581705,8223343518000
"USA","Jones Street",130,"Oil",1973,48,839000,0,30351.2514898689,0,25464700000
"USA","North Omaha",642,"Coal",1954,67,2090468000,2221834.468,10249.9714188402,228.122541983043,21427237252000
"USA","Sarpy County",334,"Gas",1972,49,81825000,43502.182,17474.7513229453,66.9324471414557,1429871527000
"USA","Clark (NVE)",1556,"Gas",1955,66,425587000,233448.844,9230.15000223221,130.742653830563,3928231849000
"USA","Reid Gardner",636,"Coal",1965,56,292824000,382487.192,12454.3209538836,230.734669593323,3646924079000
"USA","Fort Churchill",230,"Gas",1968,53,403183000,269574.587,11250.4264068674,130.746609067891,4535980670000
"USA","Tracy",1179,"Gas",1961,60,4007055000,1828504.554,7678.47110458928,130.743067245335,30768056032000
"USA","Lost Nation",18,"Oil",1969,52,361000,0,42493.0747922438,0,1.534e+10
"USA","Merrimack",494,"Coal",1960,61,268972000,281201.62,10216.3889029341,225.131367930734,2747922556000
"USA","Schiller",171,"Coal",1952,69,395521000,595146.602,14558.0301855022,227.391630888141,5758006657000
"USA","White Lake",18,"Oil",1968,53,102000,0,28341.1764705882,0,2890800000
"USA","B L England",483,"Coal",1961,60,24154000,24977.439,10088.9448124534,225.494409616334,243688373000
"USA","Carlls Corner",82,"Gas",1973,48,9328000,14247.7,25078.2268439108,133.992990201757,233929700000
"USA","Sayreville",462,"Gas",1955,66,1278000,1683.1,19773.9436619718,146.523894883879,25271100000
"USA","Gilbert",608,"Gas",1970,51,16574000,12684.354,12553.3360082056,134.123397724254,208058991000
"USA","Bergen Generating Station",1415,"Gas",1959,62,2281480000,1568191.147,11544.2945890387,130.989840097788,26338077219000
"USA","PSEG Burlington Generating Station",806,"Oil",1967,54,18467000,10004.913,8843.15319218065,134.782187188986,163306510000
"USA","PSEG Essex Generating Station",585,"Gas",1971,50,7139000,3883.46,9036.15870570108,132.440339420445,64509137000
"USA","PSEG Hudson Generating Station",1228,"Gas",1964,57,19990000,13818.902,12308.3045522761,123.562074155751,246043008000
"USA","PSEG Kearny Generating Station",1420,"Gas",1953,68,287295000,151873.587,8868.61629683774,131.135717874873,2547909119000
"USA","PSEG Linden Generating Station",2118,"Gas",1957,64,5072893000,2139258.706,7092.79010517273,130.80163684408,35980965275000
"USA","PSEG Mercer Generating Station",767,"Coal",1960,61,0,0,NA,NA,0
"USA","PSEG Salem Generating Station",2381,"Nuclear",1971,50,62000,161,32048.3870967742,178.25868142929,1.987e+09
"USA","PSEG Sewaren Generating Station",565,"Gas",1948,73,36622000,26908.43,12635.2908088035,127.933340424587,462729620000
"USA","Howard Down",137,"Oil",1942,79,123566000,64791.432,8821.02439182299,130.774253111552,1089978700000
"USA","Four Corners",2269,"Coal",1963,58,7058576000,6634608.166,9162.26069989188,225.693067724397,64672513482000
"USA","Rio Grande",372,"Gas",1957,64,886243000,575230.142,10921.6488604141,130.74445778834,9679234851000
"USA","Maddox",210,"Gas",1963,58,390007000,241864.464,10434.8960787883,130.747747235511,4069682515000
"USA","Reeves",154,"Gas",1960,61,98646000,68085.88,11613.6459765221,130.746982017395,1145639721000
"USA","San Juan",1848,"Coal",1973,48,11984305000,13460701.438,10712.0749648812,230.676798784774,128376773562000
"USA","Cunningham",517,"Gas",1957,64,925343000,592128.34,10767.505549834,130.743672555209,9963635888000
"USA","Danskammer Generating Station",535,"Gas",1951,70,9892000,5954.451,10153.3058026688,130.428599857337,100436501000
"USA","Arthur Kill Generating Station",895,"Gas",1959,62,897371000,558311.388,10473.3557870713,130.689675495424,9398485756000
"USA","East River",716,"Gas",1951,70,2581457000,2210773.475,14350.2207958529,131.293567015495,37044477925000
"USA","Gowanus Gas Turbines Generating",640,"Oil",1971,50,6276000,0,9878.79222434672,0,61999300000
"USA","Hudson Avenue",108,"Oil",1951,70,2296000,0,16785.7142857143,0,3.854e+10
"USA","Narrows Gas Turbines Generating",352,"Gas",1972,49,30855000,0,12885.311942959,0,397576300000
"USA","Ravenswood",2617,"Gas",1963,58,3179286000,1711136.241,9031.38201061496,131.106269518776,28713346387000
"USA","59th Street",17,"Gas",1969,52,98000,0,41434537.5,0,4060584675000
"USA","74th Street",36,"Oil",1968,53,168000,174184.8,17154261.6071429,132.969374072134,2881915950000
"USA","E F Barrett",684,"Gas",1956,65,1441987000,925380.8,10745.3827080272,131.389279832996,15494702175000
"USA","East Hampton",27,"Oil",1962,59,6339000,7315.703,14226.7679444707,178.464462039734,90183482000
"USA","Glenwood",338,"Gas",1952,69,1287000,1442.8,13837.7622377622,178.231475866406,17809200000
"USA","Northport",1564,"Gas",1967,54,1766266000,1090236.3,10158.066183123,133.68299651793,17941846925000
"USA","Port Jefferson",590,"Gas",1948,73,272482000,179262.025,10507.3767258021,137.745955848231,2863071025000
"USA","West Babylon",52,"Oil",1971,50,1038000,1229.8,14625.91522158,178.211926200623,15181700000
"USA","Greenidge Generation LLC",162,"Gas",1950,71,179920000,124008.779,11625.8792796799,130.427707481307,2091728200000
"USA","Cayuga Operating Company",322,"Coal",1955,66,259268000,271309.862,10199.1475731675,225.722820357949,2644312593000
"USA","Bethlehem Energy Center",1292,"Gas",1952,69,3566279000,2179725.393,10284.6589431169,130.743243211548,36677963211000
"USA","Dunkirk Generating Plant",626,"Coal",1950,71,0,0,NA,NA,0
"USA","Oswego Harbor Power",1894,"Oil",1948,73,41868000,38236.337,11444.9318094965,175.551092504231,479176405000
"USA","Bowline Point",1992,"Gas",1972,49,1265744000,775504.259,10283.6998800705,131.07250423469,13016531421000
"USA","Hillburn",46,"Gas",1972,49,524000,448.499,14384.2767175573,130.907594846525,7537361000
"USA","Shoemaker",41,"Gas",1972,49,507000,439.21,14580.1104536489,130.715210637928,7392116000
"USA","Plant No 2 Freeport",96,"Gas",1969,52,40603000,23661.9,9770.30945989213,131.221758295152,396703875000
"USA","S A Carlson",95,"Gas",1951,70,122798000,84759.55,11608.6862163879,130.808798690755,1425523450000
"USA","Asheville",835,"Gas",1964,57,1489423000,1462191.32,9861.70327301244,219.006444839174,14688247674000
"USA","Blewett",92,"Oil",1912,109,0,462.5,Inf,178.124398228384,5712300000
"USA","HF Lee Plant",505,"Coal",1951,70,7564790000,3144018.235,6985.85915312917,130.885349000127,52846557463000
"USA","Roxboro",2573,"Coal",1966,55,2780546000,6404359.436,22469.3194351038,225.516527824689,62476976278000
"USA","L V Sutton Steam",760,"Coal",1954,67,4769074000,1980850.872,6988.4034600847,130.756242065131,33328213243000
"USA","W H Weatherspoon",325,"Coal",1949,72,0,1408.1,Inf,178.121621932427,17391600000
"USA","G G Allen",1148,"Coal",1957,64,1169019000,1132204.621,9439.690761228,225.719077585788,11035177854000
"USA","Buck",1169,"Gas",1941,80,5287411000,2110620.108,6716.94007993704,130.742928328235,35515222865000
"USA","James E. Rogers Energy Complex",2540,"Coal",1940,81,6365397000,5469391.057,8374.64048589585,225.719972959905,53307911425000
"USA","Dan River",1084,"Gas",1949,72,5054757000,2066045.143,6877.73332288773,130.742526336525,34765270658000
"USA","Marshall (NC)",2118,"Coal",1965,56,9819821000,9368795.011,9298.92966328001,225.719917797002,91313824785000
"USA","R M Heskett",203,"Coal",1954,67,459878000,574496.313,11549.1104619051,237.96810788941,5311181821000
"USA","Leland Olds",656,"Coal",1966,55,4160733000,4619341.719,10197.6934107524,239.514038268222,42429879498000
"USA","Milton R Young",734,"Coal",1970,51,5870756000,6541331.158,10234.436954968,239.513959988101,60083882160000
"USA","Stanton",191,"Coal",1967,54,0,202630.131,Inf,230.732570203998,1932047512000
"USA","Cardinal",1880,"Coal",1967,54,11296600000,10954557.846,9461.38841899333,225.483574408839,106881520414000
"USA","Dicks Creek",158,"Gas",1965,56,1106000,0,44612.6582278481,0,49341600000
"USA","Miami Fort",1441,"Coal",1949,72,7420478000,6679013.59,8772.70264867034,225.719831269345,65097647005000
"USA","Avon Lake",873,"Coal",1949,72,596194000,553342.415,9053.07529596071,225.544846587997,5397389173000
"USA","FirstEnergy Eastlake",1289,"Coal",1953,68,53000,0,45283.0188679245,0,2.4e+09
"USA","Conesville",2172,"Coal",1957,64,4256736000,4301243.857,9848.4994089368,225.719961053681,41922461980000
"USA","Frank M Tait",301,"Gas",1967,54,79078000,57538.1,12065.8476440982,132.667542216676,954143100000
"USA","O H Hutchings",446,"Coal",1948,73,91000,0,40962.6373626374,0,3727600000
"USA","J M Stuart",2448,"Coal",1969,52,7669807000,7466658.947,9488.4434562695,225.719763142011,72774530040000
"USA","Niles Power Plant",291,"Coal",1954,67,36000,0,46302.7777777778,0,1666900000
"USA","FirstEnergy W H Sammis",2464,"Coal",1959,62,6961602000,7091560.615,9712.71313542486,230.735674807101,67616043189000
"USA","FirstEnergy West Lorain",555,"Gas",1973,48,4643000,4169.691,14458.6676717639,136.646840234421,67131594000
"USA","Kyger Creek",1085,"Coal",1955,66,6605286000,6468438.215,9544.66324455898,225.719915039364,63045230504000
"USA","FirstEnergy Bay Shore",663,"Coal",1955,66,0,1503378.737,Inf,231.990430765389,14256765723000
"USA","Richland",450,"Gas",1965,56,98287000,73023.531,12501.9424644154,130.741039813135,1228778419000
"USA","Hamilton (OH)",137,"Gas",1954,67,0,0,NA,NA,0
"USA","Horseshoe Lake",973,"Gas",1958,63,385123000,253295.916,11067.0922484505,130.74283033996,4262191768000
"USA","Muskogee",1889,"Coal",1956,65,7030494000,7745086.599,10521.3075702788,230.35274949395,73969989745000
"USA","Mustang",1077,"Gas",1950,71,181476000,106437.406,9998.52567832661,129.05112595878,1814492446000
"USA","Seminole (OK)",1724,"Gas",1971,50,1031020000,682633.239,11141.0754941708,130.742235068202,11486671656000
"USA","Northeastern",1949,"Coal",1961,60,3654407000,3324082.581,10345.8800992883,193.423897576589,37808056656000
"USA","Southwestern",657,"Gas",1952,69,324647000,223770.512,11605.6612474472,130.66048093496,3767743107000
"USA","Tulsa",443,"Gas",1948,73,292986000,214422.62,12314.9667048937,130.741411250793,3608112835000
"USA","Weleetka",163,"Gas",1963,58,0,0,Inf,0,2.65131e+11
"USA","Anadarko Plant",534,"Gas",1953,68,1214003000,204481.304,8856.40225518388,41.840724214023,10751698907000
"USA","Mooreland",305,"Gas",1964,57,459592000,273711.79,10020.4470726209,130.754494714555,4605317311000
"USA","Brunot Island",414,"Gas",1972,49,56868000,41840.061,12380.6853942463,130.738153615195,704064817000
"USA","Mountain",54,"Oil",1972,49,7777000,0,16600.0514337148,0,129098600000
"USA","Portland (PA)",621,"Coal",1958,63,317000,250.244,9730.81703470031,178.475162164887,3084669000
"USA","Tolna",54,"Oil",1972,49,553000,0,17281.0126582278,0,9556400000
"USA","Conemaugh",1884,"Coal",1970,51,12088941000,11699375.868,9440.13810787893,225.537503386904,114121272618000
"USA","Homer City Generating Station",2012,"Coal",1969,52,5746644000,5655449.768,9591.91840089625,225.720009995939,55121340327000
"USA","Seward (PA)",803,"Coal",1950,71,0,2791996.363,Inf,225.412318902873,27249584355000
"USA","Shawville",632,"Gas",1954,67,1401354000,886233.505,10647.7458622161,130.666816811258,14921261255000
"USA","Warren",137,"Coal",1948,73,5135000,0,13255.9639727361,0,68069375000
"USA","Keystone",1884,"Coal",1967,54,12672949000,12185477.383,9371.6819952483,225.719977424774,118766847970000
"USA","New Castle Plant",424,"Gas",1939,82,654806000,404239.128,10387.9571017981,130.742935440195,6802096638000
"USA","Brunner Island",1621,"Gas",1961,60,3999197000,2695018.642,9795.43347301971,151.351941767278,39173868159000
"USA","TalenEnergy Martins Creek",2104,"Gas",1954,67,1260175000,806074.216,10591.3872136806,132.866044173157,13347001382000
"USA","TalenEnergy Montour",1774,"Coal",1971,50,3027741000,2861658.739,9211.95773251411,225.719907697455,27891422117000
"USA","Eddystone Generating Station",1566,"Gas",1960,61,52164000,42056.607,13007.925063262,136.35717667665,678545403000
"USA","Richmond Generating Station",130,"Oil",1973,48,3829000,0,10559.2060590232,0,40431200000
"USA","Hunlock Power Station",145,"Gas",1959,62,596665000,273702.544,7718.99318545583,130.740545972287,4605653069000
"USA","Manchester Street",515,"Gas",1995,26,1282723000,896519.325,11707.8773242547,131.332221690158,15017963525000
"USA","Darlington County",1037,"Gas",1974,47,86577000,74000.824,13333.2610046548,141.032863186345,1154353738000
"USA","W S Lee",556,"Gas",1951,70,142153000,88993.088,10386.1262090846,132.607880102199,1476418999000
"USA","Hagood",176,"Gas",1991,30,21681000,16318.484,11272.8569254186,146.888970291421,244406811000
"USA","McMeekin",292,"Gas",1958,63,380787000,202912.147,8985.23621604729,130.472539287289,3421461143000
"USA","Urquhart",755,"Gas",1953,68,1642933000,1081357.843,11064.123193703,130.874567528362,18177613111000
"USA","Wateree",770,"Coal",1970,51,3888413000,3434554.196,8608.96732677316,225.71977495926,33475220470000
"USA","Williams",711,"Coal",1972,49,2842706000,2558176.539,8790.35807044415,225.224006677582,24988403629000
"USA","Hilton Head",116,"Oil",1973,48,495000,0,18381.6161616162,0,9098900000
"USA","Myrtle Beach",109,"Oil",1962,59,1069000,0,20362.7689429373,0,21767800000
"USA","Aberdeen CT",110,"Gas",1978,43,11451000,8184,11740.2672255698,133.926618852733,134437800000
"USA","Huron",57,"Gas",1961,60,3589000,5472.3,25843.5218723879,129.797827333848,92752400000
"USA","Allen",1594,"Coal",1959,62,3859776000,3975168.293,9819.94804154438,230.731510527106,37902799772000
"USA","Bull Run",950,"Coal",1967,54,3116859000,2993903.726,9362.10680239305,225.719855818155,29180366846000
"USA","Cumberland (TN)",2600,"Coal",1973,48,10803423000,10505930.073,9486.75213291195,225.516463363711,102489396188000
"USA","Gallatin (TN)",1914,"Coal",1956,65,5842476000,6176369.447,10253.4246769691,226.824553339302,59905387593000
"USA","John Sevier",1796,"Coal",1955,66,5354656000,2210601.176,6946.6773706845,130.744784273346,37197067663000
"USA","Johnsonville",2906,"Coal",1951,70,2157476000,2558063.014,11853.0035226348,220.069335721692,25572570628000
"USA","Kingston",1700,"Coal",1954,67,5188637000,5714073.584,10615.6490020404,228.227866712714,55080749191000
"USA","Laredo",448,"Gas",1951,70,115121000,64907.397,9487.70440666777,130.737800614137,1092234019000
"USA","Nueces Bay",941,"Gas",1949,72,1189223000,512875.834,7256.89824112046,130.743643558991,8630070297000
"USA","Victoria",712,"Gas",1955,66,565243000,259065.865,7712.26875520794,130.742120973713,4359305928000
"USA","Lake Hubbard",927,"Gas",1970,51,184806000,118348.517,10775.9968615738,130.741052766521,1991468876000
"USA","Mountain Creek",956,"Gas",1945,76,191833000,133125.288,11677.2026137317,130.743801015443,2240072809000
"USA","Newman",910,"Gas",1960,61,2092357000,1270609.932,10218.3441520735,130.743050816633,21380423915000
"USA","Lewis Creek",542,"Gas",1970,51,1793836000,1020654.183,9574.15573330003,130.742889127178,17174465224000
"USA","Sabine",2049,"Gas",1962,59,3706263000,2252703.464,10227.5881374312,130.742637816133,37906131493000
"USA","Cedar Bayou",2295,"Gas",1970,51,1787426000,1059481.257,9974.0113436864,130.742874838808,17827807200000
"USA","Greens Bayou",878,"Gas",1973,48,13452000,0,14881.6830211121,0,200188400000
"USA","Sam Bertron",872,"Gas",1956,65,0,0,NA,NA,0
"USA","T H Wharton",1435,"Gas",1960,61,332787000,186234.1,14035.6781274509,87.7166692533572,4670891217000
"USA","W A Parish",4005,"Coal",1958,63,17359922000,16363040.226,9891.85184270989,209.633799781489,171721776425000
"USA","Knox Lee",501,"Gas",1950,71,56058000,38419.261,11531.7314388669,130.749359140783,646445801000
"USA","Lone Star",40,"Gas",1954,67,1220000,942.018,12984.3262295082,130.82858159756,15840878000
"USA","Wilkes",882,"Gas",1964,57,466119000,296653.956,10709.1998759973,130.743165185777,4991761537000
"USA","Jones",858,"Gas",1971,50,1014569000,639876.428,10610.9207082022,130.762776971599,10765511212000
"USA","Nichols",473,"Gas",1960,61,449239000,298592.755,11183.8422131649,130.747521101041,5024218092000
"USA","Plant X",434,"Gas",1952,69,491905000,316648.893,10830.9208566695,130.753714562478,5327784124000
"USA","Graham",634,"Gas",1960,61,75422000,48572.537,10836.8139932646,130.741602836544,817334185000
"USA","Handley",1431,"Gas",1948,73,378738000,255312.793,11343.2572728377,130.7430444676,4296122573000
"USA","Morgan Creek",2160,"Gas",1950,71,6272000,0,11938.0739795918,0,74875600000
"USA","Permian Basin",1094,"Gas",1958,63,38390000,27553.777,12140.3077103412,130.063672706662,466066413000
"USA","Big Brown",1986,"Coal",1971,50,8371776000,9100920.667,9985.26152551143,239.514034239833,83594372793000
"USA","Stryker Creek",712,"Gas",1958,63,81049000,56758.47,11783.8786659922,130.742696519684,955071582000
"USA","Trinidad (TX)",243,"Gas",1965,56,8524000,7616.156,15033.753167527,130.751793680093,128147712000
"USA","Decker Creek",930,"Gas",1971,50,424606000,250098.291,10909.4394615243,118.780415864135,4632213452000
"USA","Silas Ray",168,"Gas",1952,69,54696000,37748.133,11612.898530057,130.744057639,635179098000
"USA","Ray Olinger",426,"Gas",1967,54,13570000,9644.175,11957.2549742078,130.760455676216,162259950000
"USA","Sim Gideon",623,"Gas",1965,56,334898000,216663.404,10886.3313844812,130.741703300239,3645810608000
"USA","J Robert Massengale",106,"Gas",1952,69,93279000,49996.362,9019.1105822318,130.741508443825,841293616000
"USA","Leon Creek",416,"Gas",1953,68,112362000,65487.558,9807.55181467044,130.737869909611,1101996137000
"USA","O W Sommers",892,"Gas",1972,49,461908000,325284.851,11847.7528577119,130.766062981452,5472571827000
"USA","V H Braunig",1138,"Gas",1966,55,2898709000,1340836.508,7783.22232448997,130.747818698915,22561296601000
"USA","R W Miller",602,"Gas",1968,53,159358000,103136.568,10880.3081112966,130.864030442431,1733864140000
"USA","Sam Rayburn",238,"Gas",1963,58,125958000,81755.925,10600.6469140507,134.705023489311,1335236284000
"USA","Gadsby",491,"Gas",1951,70,124442000,86436.475,11687.8324279584,130.743097409843,1454457243000
"USA","Berlin 5",41,"Oil",1972,49,0,3596.9,Inf,178.166990885839,44414400000
"USA","Burlington GT",25,"Oil",1971,50,0,752.3,Inf,178.264381805844,9284300000
"USA","Clinch River",711,"Gas",1958,63,246207000,167444.976,11443.8072962995,130.74463288616,2817545463000
"USA","Tasley",27,"Oil",1972,49,72000,0,342766.666666667,0,24679200000
"USA","Bremo Bluff",254,"Gas",1950,71,132202000,79534.057,10123.1537949502,130.744056925578,1338301178000
"USA","Chesterfield",1797,"Coal",1952,69,6695998000,4317098.402,8697.85102997343,163.074985396051,58240793101000
"USA","Possum Point",2081,"Oil",1948,73,3169668000,1370663.222,7193.41022529804,132.252788384725,22800722202000
"USA","Yorktown",1256,"Oil",1957,64,170646000,159258.536,10296.6788849431,199.403197587138,1757087065000
"USA","Transalta Centralia Generation",1778,"Coal",1972,49,5840141000,6564103.847,10716.6585952291,230.736019401499,62586797245000
"USA","John E Amos",2932,"Coal",1971,50,15052116000,14715863.812,9529.71890683011,225.699602174013,143442434433000
"USA","Kanawha River",438,"Coal",1953,68,0,0,NA,NA,0
"USA","FirstEnergy Fort Martin Power Station",1152,"Coal",1967,54,6808712000,6216766.919,8705.77149540177,230.73582892366,59275090850000
"USA","FirstEnergy Harrison Power Station",2052,"Coal",1972,49,14063166000,13512102.523,9364.67057474825,225.719980896924,131696916828000
"USA","Mitchell (WV)",1632,"Coal",1971,50,8330252000,8237215.243,9637.87260253351,225.716742747269,80285907523000
"USA","Mt Storm",1680,"Coal",1965,56,7507603000,7504768.796,9742.91342682878,225.719903182963,73145926072000
"USA","Bay Front",67,"Biomass",1949,72,186383000,331853.114,17082.9525278593,229.297514026051,3183971941000
"USA","Fitchburg",56,"Gas",1973,48,0,0,NA,NA,0
"USA","Blount Street",187,"Gas",1925,96,22585000,19356.243,14417.4,130.778605989094,325616979000
"USA","French Island",186,"Oil",1940,81,1649000,0,15224.1443298969,0,25104614000
"USA","Wheaton",298,"Gas",1973,48,79431000,0,13736.4099532928,0,1091096779000
"USA","Port Washington Generating Station",1543,"Gas",1935,86,5389044000,2225524.712,6949.04655872173,130.742911158143,37448717663000
"USA","South Oak Creek",1258,"Coal",1959,62,5174928000,5679510.193,10467.6323871559,230.664515824217,54169243934000
"USA","Valley (WI)",274,"Gas",1968,53,0,460889.637,Inf,130.414800107513,7774862980000
"USA","Edgewater",833,"Coal",1951,70,4061465000,4404356.082,10339.6800981912,230.735961479514,41994248830000
"USA","Rock River",317,"Gas",1954,67,17383000,0,22030.4665477766,0,382955600000
"USA","Sheepskin",41,"Gas",1971,50,2920000,0,33923.5273972603,0,99056700000
"USA","Pulliam",670,"Coal",1943,78,675730000,667242.481,10488.5492149231,207.117954573701,7087427361000
"USA","West Marinette",185,"Gas",1971,50,185683000,138029.359,12508.6897023422,130.740514127083,2322651030000
"USA","Weston",1161,"Coal",1954,67,4770520000,4250356.358,8544.23159466893,229.408387341189,40760427707000
"USA","Manitowoc",212,"Oil",1935,86,0,269501.183,Inf,230.449435461004,2572809959000
"USA","Genoa",345,"Coal",1969,52,1594521000,1664514.415,9953.26392314683,230.735531668632,15870688344000
"USA","Dave Johnston",921,"Coal",1959,62,4961114000,5519776.555,10608.3921135455,230.736025572432,52629442632000
"USA","Naughton",832,"Coal",1963,58,5139907000,5545754.597,10294.5559390471,230.579370815692,52913060133000
"USA","Powerlane Plant",110,"Gas",1966,55,6994000,5136.1,12349.0134400915,130.827264412,8.6369e+10
"USA","Endicott Station",57,"Coal",1982,39,0,0,NA,NA,0
"USA","Spencer",172,"Gas",1955,66,5498000,4783.875,14641.8515823936,130.737979326939,80500900000
"USA","John P Madgett",387,"Coal",1979,42,1673630000,1997069.781,11377.3362618978,230.736273813795,19041451288000
"USA","Thomas C Ferguson",1020,"Gas",1974,47,2346105000,1470196.171,10544.6707074065,130.742715546428,24738904670000
"USA","Barney M Davis",1081,"Gas",1974,47,1251831000,553805.622,7444.12277216333,130.743712230837,9318783654000
"USA","Riverside (OK)",1120,"Gas",1974,47,314395000,223428.472,11966.9654097552,130.6476282247,3762354090000
"USA","Navajo",2409,"Coal",1974,47,15120965000,15893150.449,10244.3288157204,225.719800378772,154904137471000
"USA","Cumberland (NJ)",230,"Gas",1990,31,191124000,94160.641,8270.121329608,131.058435701673,1580618669000
"USA","James H Miller Jr",2820,"Coal",1978,43,20329484000,22746314.975,10668.2229280881,230.735963907597,216879467325000
"USA","FirstEnergy Pleasants Power Station",1368,"Coal",1979,42,8565478000,7978641.344,8881.46646433509,230.735989468578,76074005608000
"USA","White Bluff",1800,"Coal",1980,41,8373972000,9143966.942,10412.9986628806,230.701283696395,87198159239000
"USA","Olive",170,"Gas",1959,62,0,0,NA,NA,0
"USA","Duck Creek",441,"Coal",1976,45,2167195000,2096099.57,9221.92006441506,230.735939810775,19985699054000
"USA","Newton",1234,"Coal",1977,44,3546922000,3492322.882,9387.94193021442,230.735829025299,33298297767000
"USA","East Bend",772,"Coal",1981,40,4640114000,4895571.551,10283.1828888256,225.719912212066,47715140887000
"USA","W H Zimmer",1425,"Coal",1991,30,8904250000,7899605.238,8659.54932925288,225.390410454115,77106792115000
"USA","Craig (CO)",1426,"Coal",1979,42,8625300000,8844565.435,9777.08419510046,230.736136094754,84330284308000
"USA","Coal Creek",1216,"Coal",1979,42,8567078000,8944066.465,9589.46206991462,239.513905286666,82153669531000
"USA","Killen Station",688,"Coal",1982,39,4518791000,4592729.248,9909.15612074115,225.649615775586,44777405496000
"USA","Belle River",1659,"Coal",1981,40,7667730000,7856510.791,9925.67311094679,227.104433281032,76107381483000
"USA","Greenwood (MI)",1070,"Gas",1979,42,575772000,362330.972,10607.2900992059,130.518824032653,6107380635000
"USA","H L Spurlock",1607,"Coal",1977,44,7378919000,6984148.978,9225.15589627695,225.719832031875,68071678121000
"USA","Manatee",2949,"Oil",1976,45,7962099000,3799377.815,7699.85252393873,136.340594353721,61306988081000
"USA","Martin",6069,"Oil",1980,41,11284702000,5229204.609,7578.5466816935,134.518585229088,85521640896000
"USA","DeBary",808,"Oil",1975,46,138944000,105499.506,12640.5992198296,132.149537509355,1756335418000
"USA","Wansley",1956,"Coal",1976,45,4154788000,4186038.199,9820.31537758365,225.710396678241,40801328487000
"USA","Big Cajun 2",2632,"Coal",1981,40,6144767000,6581915.968,10681.4959486666,220.616258137441,65635303816000
"USA","Cascade Creek",84,"Gas",1975,46,23064000,14433.133,12675.7565903573,108.611240530091,292353650000
"USA","R D Morrow",400,"Coal",1978,43,105331000,119835.449,11088.7978372939,225.718582934873,1167994165000
"USA","Electrifarm",263,"Gas",1975,46,10047000,0,17181.2481337713,0,1.7262e+11
"USA","Nearman Creek",671,"Coal",1981,40,1080561000,1186984.853,10571.4999643704,228.603016296772,11423150573000
"USA","Iatan",1640,"Coal",1980,41,11598864000,10910547.425,8968.88247926693,230.736038813482,104028848109000
"USA","Jeffrey Energy Center",2160,"Coal",1978,43,11990502000,12603014.557,10023.5173087832,230.695757649678,120187004338000
"USA","Trimble County",2594,"Coal",1990,31,9076002000,8226515.152,9135.2155410499,218.285657413725,82911234521000
"USA","Victor J Daniel Jr",2226,"Coal",1977,44,7768788000,6033348.826,10359.3764014413,164.927939305992,80479799075000
"USA","Greenwood (MO)",247,"Gas",1975,46,7462000,0,33000.5143393192,0,246249838000
"USA","Colstrip",2272,"Coal",1975,46,14713905000,15240558.784,9877.15808176008,230.708512405854,145331565685000
"USA","Gerald Gentleman",1362,"Coal",1979,42,8181990000,8213300.8,9571.20432193146,230.73574391928,78311498050000
"USA","Stony Brook",956,"Oil",1981,40,77636000,61386.125,12106.3028105518,143.68724447836,939884925000
"USA","Somerset Operating Co LLC",655,"Coal",1984,37,373156000,368542.19,9626.07838008769,225.720014974579,3592028904000
"USA","R M Schahfer",2200,"Coal",1976,45,5690713000,6431705.144,10983.9766723432,226.371903076649,62506658841000
